LNTITLE,fips,TOT_EST_2016,CVAP_EST_2016
Hispanic or Latino,20109,140,70
Total,20111,33400,23560
Not Hispanic or Latino,20111,26510,20725
American Indian or Alaska Native Alone,20111,55,55
Asian Alone,20111,650,165
Black or African American Alone,20111,745,605
Native Hawaiian or Other Pacific Islander Alone,20111,0,0
White Alone,20111,24005,19395
American Indian or Alaska Native and White,20111,395,320
Asian and White,20111,260,65
Black or African American and White,20111,240,35
American Indian or Alaska Native and Black or African American,20111,85,50
Remainder of Two or More Race Responses,20111,75,25
Hispanic or Latino,20111,6895,2835
Total,20113,29165,22170
Not Hispanic or Latino,20113,28025,21630
American Indian or Alaska Native Alone,20113,150,110
Asian Alone,20113,185,105
Black or African American Alone,20113,285,265
Native Hawaiian or Other Pacific Islander Alone,20113,0,0
White Alone,20113,26885,20955
American Indian or Alaska Native and White,20113,140,105
Asian and White,20113,55,15
Black or African American and White,20113,70,10
American Indian or Alaska Native and Black or African American,20113,20,20
Remainder of Two or More Race Responses,20113,235,50
Hispanic or Latino,20113,1140,545
Total,20115,12215,9505
Not Hispanic or Latino,20115,11830,9315
American Indian or Alaska Native Alone,20115,4,4
Asian Alone,20115,25,25
Black or African American Alone,20115,85,65
Native Hawaiian or Other Pacific Islander Alone,20115,0,0
White Alone,20115,11410,9020
American Indian or Alaska Native and White,20115,215,150
Asian and White,20115,4,4
Black or African American and White,20115,25,20
American Indian or Alaska Native and Black or African American,20115,4,4
Remainder of Two or More Race Responses,20115,55,15
Hispanic or Latino,20115,380,190
Total,20117,9965,7625
Not Hispanic or Latino,20117,9735,7520
American Indian or Alaska Native Alone,20117,25,25
Asian Alone,20117,40,40
Black or African American Alone,20117,40,35
Native Hawaiian or Other Pacific Islander Alone,20117,15,10
White Alone,20117,9480,7360
American Indian or Alaska Native and White,20117,85,30
Asian and White,20117,4,4
Black or African American and White,20117,40,10
American Indian or Alaska Native and Black or African American,20117,0,0
Remainder of Two or More Race Responses,20117,4,4
Hispanic or Latino,20117,230,110
Total,20119,4310,2945
Not Hispanic or Latino,20119,3655,2710
American Indian or Alaska Native Alone,20119,0,0
Asian Alone,20119,40,20
Black or African American Alone,20119,30,30
Native Hawaiian or Other Pacific Islander Alone,20119,0,0
White Alone,20119,3535,2620
American Indian or Alaska Native and White,20119,40,40
Asian and White,20119,0,0
Black or African American and White,20119,0,0
American Indian or Alaska Native and Black or African American,20119,0,0
Remainder of Two or More Race Responses,20119,15,4
Hispanic or Latino,20119,655,235
Total,20121,32785,24220
Not Hispanic or Latino,20121,31830,23720
American Indian or Alaska Native Alone,20121,205,145
Asian Alone,20121,115,70
Black or African American Alone,20121,450,310
Native Hawaiian or Other Pacific Islander Alone,20121,0,0
White Alone,20121,30560,22950
American Indian or Alaska Native and White,20121,240,160
Asian and White,20121,95,35
Black or African American and White,20121,155,35
American Indian or Alaska Native and Black or African American,20121,0,0
Remainder of Two or More Race Responses,20121,15,15
Hispanic or Latino,20121,955,500
Total,20123,6300,4845
Not Hispanic or Latino,20123,6170,4785
American Indian or Alaska Native Alone,20123,20,20
Asian Alone,20123,60,10
Black or African American Alone,20123,20,20
Native Hawaiian or Other Pacific Islander Alone,20123,0,0
White Alone,20123,6035,4715
American Indian or Alaska Native and White,20123,4,4
Asian and White,20123,10,0
Black or African American and White,20123,10,10
American Indian or Alaska Native and Black or African American,20123,0,0
Remainder of Two or More Race Responses,20123,10,10
Hispanic or Latino,20123,130,60
Total,20125,33765,25205
Not Hispanic or Latino,20125,31715,24355
American Indian or Alaska Native Alone,20125,1035,695
Asian Alone,20125,330,170
Black or African American Alone,20125,1755,1295
Native Hawaiian or Other Pacific Islander Alone,20125,35,15
White Alone,20125,27105,21275
American Indian or Alaska Native and White,20125,910,700
Asian and White,20125,10,10
Black or African American and White,20125,420,135
American Indian or Alaska Native and Black or African American,20125,0,0
Remainder of Two or More Race Responses,20125,120,60
Hispanic or Latino,20125,2050,850
Total,20127,5695,4460
Not Hispanic or Latino,20127,5450,4315
American Indian or Alaska Native Alone,20127,4,4
Asian Alone,20127,25,4
Black or African American Alone,20127,4,4
Native Hawaiian or Other Pacific Islander Alone,20127,0,0
White Alone,20127,5275,4210
American Indian or Alaska Native and White,20127,85,85
Asian and White,20127,10,4
Black or African American and White,20127,25,0
American Indian or Alaska Native and Black or African American,20127,4,4
Remainder of Two or More Race Responses,20127,20,4
Hispanic or Latino,20127,245,140
Total,20129,3035,2070
Not Hispanic or Latino,20129,2385,1845
American Indian or Alaska Native Alone,20129,4,4
Asian Alone,20129,4,4
Black or African American Alone,20129,20,10
Native Hawaiian or Other Pacific Islander Alone,20129,0,0
White Alone,20129,2230,1715
American Indian or Alaska Native and White,20129,30,30
Asian and White,20129,0,0
Black or African American and White,20129,75,75
American Indian or Alaska Native and Black or African American,20129,20,4
Remainder of Two or More Race Responses,20129,0,0
Hispanic or Latino,20129,650,225
Total,20131,10175,7500
Not Hispanic or Latino,20131,10015,7410
American Indian or Alaska Native Alone,20131,40,30
Asian Alone,20131,35,25
Black or African American Alone,20131,60,45
Native Hawaiian or Other Pacific Islander Alone,20131,4,4
White Alone,20131,9750,7245
American Indian or Alaska Native and White,20131,60,40
Asian and White,20131,25,15
Black or African American and White,20131,30,4
American Indian or Alaska Native and Black or African American,20131,0,0
Remainder of Two or More Race Responses,20131,20,4
Hispanic or Latino,20131,165,90
Total,20133,16360,12100
Not Hispanic or Latino,20133,15545,11745
American Indian or Alaska Native Alone,20133,55,40
Asian Alone,20133,25,15
Black or African American Alone,20133,120,100
Native Hawaiian or Other Pacific Islander Alone,20133,4,4
White Alone,20133,14840,11305
American Indian or Alaska Native and White,20133,340,230
Asian and White,20133,4,0
Black or African American and White,20133,145,40
American Indian or Alaska Native and Black or African American,20133,4,4
Remainder of Two or More Race Responses,20133,10,10
Hispanic or Latino,20133,810,355
Total,20135,3045,2280
Not Hispanic or Latino,20135,2730,2205
American Indian or Alaska Native Alone,20135,4,4
Asian Alone,20135,4,0
Black or African American Alone,20135,15,15
Native Hawaiian or Other Pacific Islander Alone,20135,0,0
White Alone,20135,2680,2185
American Indian or Alaska Native and White,20135,0,0
Asian and White,20135,4,4
Black or African American and White,20135,25,0
American Indian or Alaska Native and Black or African American,20135,0,0
Remainder of Two or More Race Responses,20135,0,0
Hispanic or Latino,20135,315,80
Total,20137,5560,4365
Not Hispanic or Latino,20137,5280,4280
American Indian or Alaska Native Alone,20137,30,30
Asian Alone,20137,20,0
Black or African American Alone,20137,150,130
Native Hawaiian or Other Pacific Islander Alone,20137,10,10
White Alone,20137,4985,4055
American Indian or Alaska Native and White,20137,40,15
Asian and White,20137,0,0
Black or African American and White,20137,4,4
American Indian or Alaska Native and Black or African American,20137,35,35
Remainder of Two or More Race Responses,20137,4,4
Hispanic or Latino,20137,275,85
Total,20139,16000,12065
Not Hispanic or Latino,20139,15555,11800
American Indian or Alaska Native Alone,20139,75,55
Asian Alone,20139,40,20
Black or African American Alone,20139,40,40
Native Hawaiian or Other Pacific Islander Alone,20139,0,0
White Alone,20139,15030,11540
American Indian or Alaska Native and White,20139,180,125
Asian and White,20139,45,4
Black or African American and White,20139,130,4
American Indian or Alaska Native and Black or African American,20139,0,0
Remainder of Two or More Race Responses,20139,10,4
Hispanic or Latino,20139,445,270
Total,20141,3745,2925
Not Hispanic or Latino,20141,3675,2900
American Indian or Alaska Native Alone,20141,20,20
Asian Alone,20141,30,10
Black or African American Alone,20141,30,15
Native Hawaiian or Other Pacific Islander Alone,20141,0,0
White Alone,20141,3580,2850
American Indian or Alaska Native and White,20141,10,10
Asian and White,20141,0,0
Black or African American and White,20141,4,4
American Indian or Alaska Native and Black or African American,20141,0,0
Remainder of Two or More Race Responses,20141,0,0
Hispanic or Latino,20141,70,20
Total,20143,6005,4545
Not Hispanic or Latino,20143,5840,4440
American Indian or Alaska Native Alone,20143,15,15
Asian Alone,20143,10,10
Black or African American Alone,20143,4,4
Native Hawaiian or Other Pacific Islander Alone,20143,0,0
White Alone,20143,5670,4365
American Indian or Alaska Native and White,20143,90,45
Asian and White,20143,40,0
Black or African American and White,20143,15,4
American Indian or Alaska Native and Black or African American,20143,0,0
Remainder of Two or More Race Responses,20143,4,4
Hispanic or Latino,20143,165,100
Total,20145,6840,5405
Not Hispanic or Latino,20145,6325,5150
American Indian or Alaska Native Alone,20145,10,10
Asian Alone,20145,0,0
Black or African American Alone,20145,300,280
Native Hawaiian or Other Pacific Islander Alone,20145,0,0
White Alone,20145,5800,4780
American Indian or Alaska Native and White,20145,135,60
Asian and White,20145,4,4
Black or African American and White,20145,55,0
American Indian or Alaska Native and Black or African American,20145,15,15
Remainder of Two or More Race Responses,20145,0,0
Hispanic or Latino,20145,515,255
Total,20147,5485,4145
Not Hispanic or Latino,20147,5315,4075
American Indian or Alaska Native Alone,20147,10,4
Asian Alone,20147,15,15
Black or African American Alone,20147,20,15
Native Hawaiian or Other Pacific Islander Alone,20147,4,4
White Alone,20147,5165,3995
American Indian or Alaska Native and White,20147,35,20
Asian and White,20147,45,20
Black or African American and White,20147,25,0
American Indian or Alaska Native and Black or African American,20147,0,0
Remainder of Two or More Race Responses,20147,4,4
Hispanic or Latino,20147,165,70
Total,20149,22920,15725
Not Hispanic or Latino,20149,21720,15350
American Indian or Alaska Native Alone,20149,190,140
Asian Alone,20149,180,75
Black or African American Alone,20149,285,150
Native Hawaiian or Other Pacific Islander Alone,20149,0,0
White Alone,20149,20605,14855
American Indian or Alaska Native and White,20149,130,75
Asian and White,20149,110,25
Black or African American and White,20149,150,25
American Indian or Alaska Native and Black or African American,20149,4,4
Remainder of Two or More Race Responses,20149,60,4
Hispanic or Latino,20149,1200,375
Total,20151,9730,7135
Not Hispanic or Latino,20151,9065,6955
American Indian or Alaska Native Alone,20151,95,70
Asian Alone,20151,25,4
Black or African American Alone,20151,40,40
Native Hawaiian or Other Pacific Islander Alone,20151,0,0
White Alone,20151,8670,6695
American Indian or Alaska Native and White,20151,130,100
Asian and White,20151,70,45
Black or African American and White,20151,25,0
American Indian or Alaska Native and Black or African American,20151,0,0
Remainder of Two or More Race Responses,20151,0,0
Hispanic or Latino,20151,665,180
Total,20153,2555,2005
Not Hispanic or Latino,20153,2420,1975
American Indian or Alaska Native Alone,20153,30,20
Asian Alone,20153,4,0
Black or African American Alone,20153,4,4
Native Hawaiian or Other Pacific Islander Alone,20153,0,0
White Alone,20153,2365,1945
American Indian or Alaska Native and White,20153,10,4
Asian and White,20153,4,4
Black or African American and White,20153,4,0
American Indian or Alaska Native and Black or African American,20153,0,0
Remainder of Two or More Race Responses,20153,0,0
Hispanic or Latino,20153,135,25
Total,20155,63805,47910
Not Hispanic or Latino,20155,58140,45200
American Indian or Alaska Native Alone,20155,245,235
Asian Alone,20155,345,185
Black or African American Alone,20155,1780,1395
Native Hawaiian or Other Pacific Islander Alone,20155,35,20
White Alone,20155,54295,42620
American Indian or Alaska Native and White,20155,535,345
Asian and White,20155,125,45
Black or African American and White,20155,505,185
American Indian or Alaska Native and Black or African American,20155,100,60
Remainder of Two or More Race Responses,20155,175,110
