lntitle,fips,tot_est_2020,cvap_est_2020
Black or African American Alone,17149,185,165
Native Hawaiian or Other Pacific Islander Alone,17149,0,0
White Alone,17149,15040,11665
American Indian or Alaska Native and White,17149,50,50
Asian and White,17149,15,4
Black or African American and White,17149,85,10
American Indian or Alaska Native and Black or African American,17149,0,0
Remainder of Two or More Race Responses,17149,10,10
Hispanic or Latino,17149,200,130
Total,17151,4205,3555
Not Hispanic or Latino,17151,4085,3520
American Indian or Alaska Native Alone,17151,0,0
Asian Alone,17151,25,15
Black or African American Alone,17151,175,175
Native Hawaiian or Other Pacific Islander Alone,17151,0,0
White Alone,17151,3825,3315
American Indian or Alaska Native and White,17151,0,0
Asian and White,17151,40,0
Black or African American and White,17151,10,0
American Indian or Alaska Native and Black or African American,17151,0,0
Remainder of Two or More Race Responses,17151,10,10
Hispanic or Latino,17151,115,35
Total,17153,5510,4275
Not Hispanic or Latino,17153,5380,4210
American Indian or Alaska Native Alone,17153,4,4
Asian Alone,17153,4,4
Black or African American Alone,17153,1665,1300
Native Hawaiian or Other Pacific Islander Alone,17153,0,0
White Alone,17153,3510,2800
American Indian or Alaska Native and White,17153,45,45
Asian and White,17153,15,15
Black or African American and White,17153,130,35
American Indian or Alaska Native and Black or African American,17153,0,0
Remainder of Two or More Race Responses,17153,4,4
Hispanic or Latino,17153,130,65
Total,17155,5720,4570
Not Hispanic or Latino,17155,5400,4385
American Indian or Alaska Native Alone,17155,0,0
Asian Alone,17155,50,40
Black or African American Alone,17155,30,25
Native Hawaiian or Other Pacific Islander Alone,17155,0,0
White Alone,17155,5260,4280
American Indian or Alaska Native and White,17155,30,25
Asian and White,17155,4,4
Black or African American and White,17155,20,4
American Indian or Alaska Native and Black or African American,17155,0,0
Remainder of Two or More Race Responses,17155,4,4
Hispanic or Latino,17155,320,185
Total,17157,32295,25780
Not Hispanic or Latino,17157,31280,25205
American Indian or Alaska Native Alone,17157,55,55
Asian Alone,17157,190,75
Black or African American Alone,17157,3270,3020
Native Hawaiian or Other Pacific Islander Alone,17157,4,0
White Alone,17157,27410,21910
American Indian or Alaska Native and White,17157,75,55
Asian and White,17157,4,0
Black or African American and White,17157,220,60
American Indian or Alaska Native and Black or African American,17157,0,0
Remainder of Two or More Race Responses,17157,50,25
Hispanic or Latino,17157,1015,575
Total,17159,15765,12005
Not Hispanic or Latino,17159,15495,11930
American Indian or Alaska Native Alone,17159,70,70
Asian Alone,17159,80,25
Black or African American Alone,17159,125,50
Native Hawaiian or Other Pacific Islander Alone,17159,0,0
White Alone,17159,15010,11695
American Indian or Alaska Native and White,17159,15,15
Asian and White,17159,120,65
Black or African American and White,17159,75,10
American Indian or Alaska Native and Black or African American,17159,0,0
Remainder of Two or More Race Responses,17159,0,0
Hispanic or Latino,17159,270,75
Total,17161,143875,105715
Not Hispanic or Latino,17161,125380,96390
American Indian or Alaska Native Alone,17161,410,340
Asian Alone,17161,3680,1190
Black or African American Alone,17161,14155,8720
Native Hawaiian or Other Pacific Islander Alone,17161,70,35
White Alone,17161,103360,84635
American Indian or Alaska Native and White,17161,295,220
Asian and White,17161,420,155
Black or African American and White,17161,2515,845
American Indian or Alaska Native and Black or African American,17161,50,50
Remainder of Two or More Race Responses,17161,430,200
Hispanic or Latino,17161,18490,9330
Total,17163,262340,196570
Not Hispanic or Latino,17163,251590,191180
American Indian or Alaska Native Alone,17163,440,385
Asian Alone,17163,3810,2050
Black or African American Alone,17163,78520,56550
Native Hawaiian or Other Pacific Islander Alone,17163,35,35
White Alone,17163,162105,129090
American Indian or Alaska Native and White,17163,790,575
Asian and White,17163,1465,735
Black or African American and White,17163,3325,1085
American Indian or Alaska Native and Black or African American,17163,265,160
Remainder of Two or More Race Responses,17163,840,515
Hispanic or Latino,17163,10750,5395
Total,17165,23995,18730
Not Hispanic or Latino,17165,23565,18480
American Indian or Alaska Native Alone,17165,55,55
Asian Alone,17165,175,65
Black or African American Alone,17165,635,455
Native Hawaiian or Other Pacific Islander Alone,17165,55,40
White Alone,17165,21965,17480
American Indian or Alaska Native and White,17165,155,155
Asian and White,17165,25,15
Black or African American and White,17165,385,165
American Indian or Alaska Native and Black or African American,17165,0,0
Remainder of Two or More Race Responses,17165,120,50
Hispanic or Latino,17165,430,250
Total,17167,196860,149785
Not Hispanic or Latino,17167,192330,147340
American Indian or Alaska Native Alone,17167,160,155
Asian Alone,17167,3980,1795
Black or African American Alone,17167,25045,16400
Native Hawaiian or Other Pacific Islander Alone,17167,90,60
White Alone,17167,158410,126915
American Indian or Alaska Native and White,17167,665,470
Asian and White,17167,650,240
Black or African American and White,17167,2460,795
American Indian or Alaska Native and Black or African American,17167,230,140
Remainder of Two or More Race Responses,17167,640,370
Hispanic or Latino,17167,4530,2445
Total,17169,6955,5445
Not Hispanic or Latino,17169,6885,5405
American Indian or Alaska Native Alone,17169,10,10
Asian Alone,17169,0,0
Black or African American Alone,17169,610,375
Native Hawaiian or Other Pacific Islander Alone,17169,0,0
White Alone,17169,6165,4925
American Indian or Alaska Native and White,17169,55,55
Asian and White,17169,10,10
Black or African American and White,17169,35,30
American Indian or Alaska Native and Black or African American,17169,0,0
Remainder of Two or More Race Responses,17169,0,0
Hispanic or Latino,17169,65,45
Total,17171,5005,3885
Not Hispanic or Latino,17171,4940,3850
American Indian or Alaska Native Alone,17171,30,10
Asian Alone,17171,15,10
Black or African American Alone,17171,4,4
Native Hawaiian or Other Pacific Islander Alone,17171,15,0
White Alone,17171,4840,3810
American Indian or Alaska Native and White,17171,15,15
Asian and White,17171,0,0
Black or African American and White,17171,20,0
American Indian or Alaska Native and Black or African American,17171,0,0
Remainder of Two or More Race Responses,17171,4,4
Hispanic or Latino,17171,65,40
Total,17173,21735,17040
Not Hispanic or Latino,17173,21510,16890
American Indian or Alaska Native Alone,17173,15,15
Asian Alone,17173,65,35
Black or African American Alone,17173,145,75
Native Hawaiian or Other Pacific Islander Alone,17173,10,0
White Alone,17173,21135,16700
American Indian or Alaska Native and White,17173,80,45
Asian and White,17173,25,0
Black or African American and White,17173,15,4
American Indian or Alaska Native and Black or African American,17173,4,4
Remainder of Two or More Race Responses,17173,20,15
Hispanic or Latino,17173,230,145
Total,17175,5445,4240
Not Hispanic or Latino,17175,5350,4195
American Indian or Alaska Native Alone,17175,0,0
Asian Alone,17175,50,25
Black or African American Alone,17175,55,40
Native Hawaiian or Other Pacific Islander Alone,17175,0,0
White Alone,17175,5200,4100
American Indian or Alaska Native and White,17175,30,30
Asian and White,17175,0,0
Black or African American and White,17175,20,0
American Indian or Alaska Native and Black or African American,17175,0,0
Remainder of Two or More Race Responses,17175,0,0
Hispanic or Latino,17175,95,45
Total,17177,45095,34950
Not Hispanic or Latino,17177,43305,34100
American Indian or Alaska Native Alone,17177,80,20
Asian Alone,17177,380,175
Black or African American Alone,17177,4335,3095
Native Hawaiian or Other Pacific Islander Alone,17177,0,0
White Alone,17177,37265,30405
American Indian or Alaska Native and White,17177,100,100
Asian and White,17177,40,25
Black or African American and White,17177,1035,265
American Indian or Alaska Native and Black or African American,17177,0,0
Remainder of Two or More Race Responses,17177,65,15
Hispanic or Latino,17177,1785,850
Total,17179,133195,101635
Not Hispanic or Latino,17179,130080,99990
American Indian or Alaska Native Alone,17179,185,160
Asian Alone,17179,1375,435
Black or African American Alone,17179,1670,1255
Native Hawaiian or Other Pacific Islander Alone,17179,30,25
White Alone,17179,125225,97385
American Indian or Alaska Native and White,17179,525,410
Asian and White,17179,235,65
Black or African American and White,17179,730,210
American Indian or Alaska Native and Black or African American,17179,0,0
Remainder of Two or More Race Responses,17179,105,50
Hispanic or Latino,17179,3115,1640
Total,17181,16970,13155
Not Hispanic or Latino,17181,16090,12785
American Indian or Alaska Native Alone,17181,20,20
Asian Alone,17181,55,40
Black or African American Alone,17181,280,170
Native Hawaiian or Other Pacific Islander Alone,17181,0,0
White Alone,17181,15505,12395
American Indian or Alaska Native and White,17181,115,115
Asian and White,17181,55,20
Black or African American and White,17181,55,20
American Indian or Alaska Native and Black or African American,17181,0,0
Remainder of Two or More Race Responses,17181,4,4
Hispanic or Latino,17181,880,370
Total,17183,77565,58210
Not Hispanic or Latino,17183,73660,56400
American Indian or Alaska Native Alone,17183,200,70
Asian Alone,17183,760,430
Black or African American Alone,17183,10910,7250
Native Hawaiian or Other Pacific Islander Alone,17183,10,10
White Alone,17183,60690,48165
American Indian or Alaska Native and White,17183,185,180
Asian and White,17183,85,30
Black or African American and White,17183,715,215
American Indian or Alaska Native and Black or African American,17183,4,4
Remainder of Two or More Race Responses,17183,95,55
Hispanic or Latino,17183,3905,1810
Total,17185,11545,8815
Not Hispanic or Latino,17185,11240,8690
American Indian or Alaska Native Alone,17185,4,4
Asian Alone,17185,140,35
Black or African American Alone,17185,75,55
Native Hawaiian or Other Pacific Islander Alone,17185,0,0
White Alone,17185,10845,8505
American Indian or Alaska Native and White,17185,60,40
Asian and White,17185,75,25
Black or African American and White,17185,30,25
American Indian or Alaska Native and Black or African American,17185,4,0
Remainder of Two or More Race Responses,17185,0,0
Hispanic or Latino,17185,310,130
Total,17187,17145,12750
Not Hispanic or Latino,17187,15505,12095
American Indian or Alaska Native Alone,17187,40,10
Asian Alone,17187,425,180
Black or African American Alone,17187,500,305
Native Hawaiian or Other Pacific Islander Alone,17187,0,0
White Alone,17187,14345,11545
American Indian or Alaska Native and White,17187,55,40
Asian and White,17187,0,0
Black or African American and White,17187,140,15
American Indian or Alaska Native and Black or African American,17187,0,0
Remainder of Two or More Race Responses,17187,0,0
Hispanic or Latino,17187,1640,655
Total,17189,14060,10985
Not Hispanic or Latino,17189,13855,10885
American Indian or Alaska Native Alone,17189,20,4
Asian Alone,17189,40,40
Black or African American Alone,17189,120,60
Native Hawaiian or Other Pacific Islander Alone,17189,4,4
White Alone,17189,13510,10745
American Indian or Alaska Native and White,17189,30,25
Asian and White,17189,50,0
Black or African American and White,17189,80,4
American Indian or Alaska Native and Black or African American,17189,0,0
Remainder of Two or More Race Responses,17189,0,0
Hispanic or Latino,17189,205,100
Total,17191,16400,12615
Not Hispanic or Latino,17191,16300,12535
American Indian or Alaska Native Alone,17191,25,20
Asian Alone,17191,40,20
Black or African American Alone,17191,250,105
Native Hawaiian or Other Pacific Islander Alone,17191,0,0
White Alone,17191,15780,12240
American Indian or Alaska Native and White,17191,55,45
Asian and White,17191,20,20
Black or African American and White,17191,90,60
American Indian or Alaska Native and Black or African American,17191,0,0
Remainder of Two or More Race Responses,17191,35,25
Hispanic or Latino,17191,100,80
Total,17193,13870,10740
Not Hispanic or Latino,17193,13665,10645
American Indian or Alaska Native Alone,17193,20,20
